,quoteID,quotation,speaker,qids,date,numOccurrences,probas,urls,phase
5125822,2016-08-22-009123,"bait-and-switch as reporters and their Democratic allies and mentors seek to twist the subject from topics they don't like to discuss -- murderers with evil motives -- to topics they do like to discuss, such as gun control.",Stephen K. Bannon,['Q16146870'],2016-08-22 20:51:00,2,"[['Stephen K. Bannon', '0.6831'], ['None', '0.3169']]","['http://www.onlinemunity.alternet.org/election-2016/trump-campaign-chief-bannon-cements-white-nationalist-ideology', 'http://www.desmogblog.com/steve-bannon']",E
5126277,2016-07-20-021485,"Enough already with the gun violence; I am sick to death of it. Survey after survey after survey (other than those funded by the NRA) show that Americans overwhelmingly support increased gun control, stronger background checks and a ban on assault weapons. However, our elected legislators do nothing because: a.) they are terrified of the NRA; b.) they are receiving funds from the NRA; or c.) they are crippled by a deadlocked, do-nothing Congress and Senate. I would like to know who died and made the NRA God.",None,[],2016-07-20 03:45:00,1,"[['None', '0.837'], ['Albert Smith', '0.163']]",['http://heraldmailmedia.com/opinion/feedback/feedback-for-july/article_94df8d8a-e1fe-5c92-8320-5ddf6026c982.html'],E
5127828,2016-07-29-030288,I'm not here to repeal the Second Amendment. I'm not here to take away your guns.,Hillary Clinton,['Q6294'],2016-07-29 03:54:17,7,"[['Hillary Clinton', '0.5695'], ['None', '0.3084'], ['Chelsea Clinton', '0.0581'], ['Gary Bauer', '0.0467'], ['Donald Trump', '0.013'], ['German Lopez', '0.0043']]","['http://www.vox.com/2016/7/28/12320102/hillary-clinton-dnc-guns-democratic-convention', 'http://www.wsj.com/articles/stuck-in-the-village-1469815721', 'http://www.prisonplanet.com/hillary-promises-im-not-here-to-take-away-your-guns.html', 'http://www.washingtontimes.com/news/2016/aug/1/hillary-clintons-firearms-falsehoods/?utm_source=RSS_Feed&utm_medium=RSS', 'http://www.washingtontimes.com/news/2016/aug/1/hillary-clintons-firearms-falsehoods/', 'http://p.washingtontimes.com/news/2016/aug/1/hillary-clintons-firearms-falsehoods/', 'http://patriotpost.us/opinion/65475-extremism-on-full-display']",E
5129909,2016-07-15-105317,The Founding Fathers clearly intended through the Second Amendment to protect the right to arm an organized militia.,Larry Harris,"['Q18615735', 'Q3219898', 'Q45193768', 'Q6490467', 'Q6490472']",2016-07-15 14:18:17,1,"[['Larry Harris', '0.7929'], ['None', '0.2071']]",['http://thenewamerican.com/usnews/constitution/item/23640-huffpo-editorial-2nd-amendment-never-meant-to-protect-an-individual-s-right-to-own-a-gun'],E
5132326,2016-08-12-005452,"And that's what he was saying -- that he felt that the the Second Amendment people are a strong group and can make a difference in the election. And even when he clarified it, the media wasn't satisfied with it. They decided to put words into his mouth, and I just think it's unfair.",Lou Barletta,['Q25568'],2016-08-12 10:21:30,1,"[['Lou Barletta', '0.8209'], ['None', '0.172'], ['Hillary Clinton', '0.0071']]","[""http://newsitem.com/news/2016-08-12/Today's_Top_Stories/Barletta_sticks_with_Trump.html""]",E
5135907,2016-12-15-078352,"Our court, along with the majority of our sister circuits, has adopted a two-step inquiry in deciding Second Amendment cases,",Mary Schroeder,['Q6780196'],2016-12-15 11:29:01,1,"[['Mary Schroeder', '0.5387'], ['None', '0.4613']]",['http://courthousenews.com/ninth-circuit-oks-californias-gun-waiting-period/'],E
5136504,2016-05-21-053174,"Thanks to technological advancements, we can lock our smartphones with a touch of our finger, and yet the gun lobby insists the same technology can't be applied to deadly weapons.",Jackie Speier,['Q218544'],2016-05-21 19:00:00,8,"[['Jackie Speier', '0.6129'], ['Ron Conway', '0.282'], ['None', '0.1024'], ['Devin Nunes', '0.0016'], ['Eric Swalwell', '0.0011']]","['http://www.heraldonline.com/news/politics-government/article78848072.html#storylink=rss', 'http://www.kansas.com/news/politics-government/article78848072.html#storylink=rss', 'http://www.modbee.com/news/politics-government/article78848072.html#storylink=rss', 'http://www.sacbee.com/news/politics-government/article78848072.html#storylink=rss', 'http://www.columbian.com/news/2016/may/22/california-tech-firms-see-a-new-frontier/', 'http://heralddemocrat.com/news/business/california-s-tech-industry-headed-toward-new-frontier', 'http://www.govtech.com/public-safety/The-Odd-Couple-Silicon-Valley-East-Coast-Intelligence-Agencies-Join-Forces-on-Geo-Fencing-Tech.html', 'http://phys.org/news/2016-05-california-tech-industry-frontier.html']",E
5139943,2016-05-29-012451,goodbye to the Second Amendment.,Corey Lewandowski,['Q20740735'],2016-05-29 21:43:32,1,"[['Corey Lewandowski', '0.4473'], ['None', '0.306'], ['Hillary Clinton', '0.1127'], ['Donald Trump', '0.0632'], ['Paul Ryan', '0.0489'], ['Mitt Romney', '0.0219']]",['http://www.breitbart.com/texas/2016/05/29/lewandowski-romney-run-means-president-hillary-and-goodbye-to-the-2nd-amendment/#disqus_thread'],E
5140697,2016-07-05-033651,"I look at this and I think, we have a constitutional right to keep and bear arms and the problem in Orlando at the Pulse was not a problem of the gun laws. I mean, he [ Islamist Omar Mateen ] followed all of them.",Steve King,"['Q37084447', 'Q749710', 'Q7613030', 'Q7613031', 'Q7613033', 'Q7613034', 'Q7613037']",2016-07-05 17:57:33,2,"[['Steve King', '0.9486'], ['None', '0.0514']]","['http://cnsnews.com/blog/michael-w-chapman/rep-king-if-orlando-club-patrons-had-been-armed-unlikely-anybody-would-have', 'http://m.cnsnews.com/blog/michael-w-chapman/rep-king-if-orlando-club-patrons-had-been-armed-unlikely-anybody-would-have']",E
5145360,2016-05-07-065709,"will sincerely fulfill its duties for the non-proliferation of nuclear weapons and work to realize the denuclearization of the world,",Kim Jong Un,"['Q14045951', 'Q56226']",2016-05-07 00:00:00,217,"[['Kim Jong Un', '0.7183'], ['Kim Jong-Un', '0.1485'], ['None', '0.1332']]","['http://ktar.com/story/1059883/kim-jong-un-says-pyongyang-wont-use-nukes-first/', 'http://www.chicagotribune.com/ct-north-korea-party-congress-nukes-20160507-story.html', 'http://www.chicagotribune.com/news/nationworld/ct-north-korea-party-congress-nukes-20160507-story.html#nt=oft06a-2li2', 'http://www.seattletimes.com/nation-world/kim-jong-un-says-pyongyang-wont-use-nukes-first/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all', 'http://deseretnews.com/article/765686307/Kim-Jong-Un-says-North-Korea-wont-use-nuclear-weapons-first.html', 'http://ktar.com/story/1062705/n-korea-boots-bbc-journalist-as-party-congress-continues/', 'http://www.theblaze.com/stories/2016/05/08/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first/', 'http://www.durangoherald.com/article/20160508/AP/305089981&source=RSS', 'http://wral.com/north-korea-party-to-give-kim-jong-un-new-title/15689013/', 'http://www.seattlepi.com/news/world/article/North-Korea-party-to-give-Kim-Jong-Un-new-title-7419482.php', 'http://www.thejakartapost.com/news/2016/05/08/kim-jong-un-says-pyongyang-wont-use-nukes-first-.html', 'http://www.mb.com.ph/?p=423101', 'http://www.in.com/news/current-affairs/kim-jong-un-says-pyongyang-wont-use-nuclear-weapons-first-56120341-in-1.html', 'http://tampabay.com/news/world/kim-jong-un-says-pyongyang-wont-use-nukes-first/2276436', 'http://web.tampabay.com/news/world/kim-jong-un-says-pyongyang-wont-use-nukes-first/2276436', 'http://onenewsnow.com/ap/world/kim-jong-un-says-pyongyang-wont-use-nukes-first', 'https://www.indianagazette.com/news/reg-national-world/kim-jong-un-pyongyang-wont-use-nukes-first,24170681/', 'http://wivb.com/ap/kim-jong-un-says-pyongyang-wont-use-nukes-first/', 'http://wishtv.com/ap/kim-jong-un-says-pyongyang-wont-use-nukes-first/', 'http://wjtv.com/ap/kim-jong-un-says-pyongyang-wont-use-nukes-first/', 'http://journalstar.com/news/world/kim-jong-un-says-pyongyang-won-t-use-nukes-first/article_45ca4d31-3cf2-5e7c-9267-fd7991edf5a1.html', 'http://postbulletin.com/news/world/kim-jong-un-says-pyongyang-won-t-use-nukes-first/article_2180ae9f-2078-5799-9ba9-e9d1bbf8be2f.html', 'http://trib.com/news/world/kim-jong-un-says-pyongyang-won-t-use-nukes-first/article_57858f0f-d242-555b-bf24-dec637a0043e.html', 'http://wftv.com/news/world/kim-jong-un-says-pyongyang-wont-use-nukes-first/268424086', 'http://www.washingtontimes.com/news/2016/may/8/kim-jong-un-says-pyongyang-wont-use-nukes-first/?utm_source=RSS_Feed&utm_medium=RSS', 'http://klfy.com/ap/kim-jong-un-says-pyongyang-wont-use-nukes-first/', 'http://counton2.com/ap/kim-jong-un-says-pyongyang-wont-use-nukes-first/', 'http://abc27.com/ap/kim-jong-un-says-pyongyang-wont-use-nukes-first/', 'http://wwlp.com/ap/kim-jong-un-says-pyongyang-wont-use-nukes-first/', 'http://wect.com/story/31918300/kim-jong-un-says-pyongyang-wont-use-nukes-first', 'http://koamtv.com/story/31918300/kim-jong-un-says-pyongyang-wont-use-nukes-first', 'http://nbc4i.com/ap/kim-jong-un-says-pyongyang-wont-use-nukes-first/', 'http://wlox.com/story/31918301/kim-jong-un-says-pyongyang-wont-use-nukes-first', 'http://abc-7.com/story/31918300/kim-jong-un-says-pyongyang-wont-use-nukes-first', 'http://starnewsonline.com/article/20160508/API/305089937?Title=Kim-Jong-Un-says-Pyongyang-won-t-use-nukes-first', 'http://tulsaworld.com/news/usworld/ap/kim-jong-un-says-pyongyang-won-t-use-nukes-first/article_8e33fc09-70ef-562e-92c3-e84ed241f789.html', 'http://www.salon.com/2016/05/08/kim_jong_un_says_pyongyang_wont_use_nukes_first/', 'http://wboc.com/story/31918300/kim-jong-un-says-pyongyang-wont-use-nukes-first', 'http://timesfreepress.com/news/national/international/story/2016/may/08/kim-jong-un-says-pyongyang-wont-use-nukes-fir/364395/', 'http://economictimes.indiatimes.com/news/defence/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first/articleshow/52177214.cms', 'http://www.wdef.com/2016/05/08/kim-jong-un-says-pyongyang-wont-use-nukes-first/', 'http://www.arkansasonline.com/news/2016/may/08/n-korea-s-kim-lets-up-on-hostile-tone-2/', 'http://feeds.cbsnews.com/~r/CBSNewsWorld/~3/B4sXHyLxMGU/', 'http://www.cbsnews.com/news/kim-jong-un-clarifies-his-nuclear-weapons-stance/', 'http://www.independent.co.uk/news/world/asia/north-korea-will-not-use-its-nuclear-weapons-first-kim-jong-un-tells-congress-a7018906.html', 'http://arkansasonline.com/news/2016/may/08/n-korea-s-kim-lets-up-on-hostile-tone-2/?latest', 'http://www.sltrib.com/home/3867816-155/kim-jong-un-says-north-korea', 'http://time.com/4322269/north-korea-nuclear-weapons-kim-jong-un/?xid=homepage', 'http://www.witn.com/home/headlines/-Kim-Jong-Un-says-Pyongyang-wont-use-nukes-first--378546065.html', 'http://airforcetimes.com/story/military/2016/05/08/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first/84109756/', 'http://armytimes.com/story/military/2016/05/08/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first/84109756/', 'http://marinecorpstimes.com/story/military/2016/05/08/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first/84109756/', 'http://militarytimes.com/story/military/2016/05/08/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first/84109756/', 'http://navytimes.com/story/military/2016/05/08/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first/84109756/', 'http://www.nydailynews.com/news/world/kim-jong-north-korea-won-nuclear-weapons-article-1.2629234', 'http://abc22now.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://abc3340.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://abc6onyourside.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://bakersfieldnow.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://cbs12.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://cbs2iowa.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://cbs6albany.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://fox17.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://foxbaltimore.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://katv.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://keprtv.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://keyetv.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://komonews.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://ktvl.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://kval.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://local12.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://local15tv.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://mynews4.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://turnto10.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://wach.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://weartv.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://wgme.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://wjactv.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://wlos.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://wtov9.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://wwmt.com/news/nation-world/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://wtsp.com/news/kim-jong-un-says-pyongyang-wont-use-nukes-first/179655306', 'http://dailysabah.com/asia/2016/05/08/kim-jong-un-says-north-korea-will-use-nukes-only-if-attacked', 'http://journalstar.com/news/world/kim-jong-un-says-north-korea-won-t-use-nuclear/article_45ca4d31-3cf2-5e7c-9267-fd7991edf5a1.html', 'http://postbulletin.com/news/world/kim-jong-un-says-north-korea-won-t-use-nuclear/article_2180ae9f-2078-5799-9ba9-e9d1bbf8be2f.html', 'http://trib.com/news/world/kim-jong-un-says-north-korea-won-t-use-nuclear/article_57858f0f-d242-555b-bf24-dec637a0043e.html', 'http://stardem.com/ap/international/article_65845680-70ba-5560-b071-60d5486499b7.html', 'http://www.goerie.com/AP-AS-NKorea-Party-Congress-4th-Ld-Writethru', 'http://www.breitbart.com/news/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first/', 'http://wect.com/story/31918300/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://koamtv.com/story/31918300/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://wlox.com/story/31918301/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://abc-7.com/story/31918300/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://www.pressherald.com/2016/05/08/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first/', 'http://www.theblaze.com/the-wire/39947450/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first/', 'http://www.theepochtimes.com/n3/2059397-kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first/', 'http://tulsaworld.com/news/usworld/ap/kim-jong-un-says-north-korea-won-t-use-nuclear/article_8e33fc09-70ef-562e-92c3-e84ed241f789.html', 'http://wboc.com/story/31918300/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://kdwn.com/2016/05/08/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first/', 'http://starnewsonline.com/article/20160508/API/305089937?Title=Kim-Jong-Un-says-North-Korea-won-t-use-nuclear-weapons-first', 'http://www.longisland.com/news/ap-news/kim-jong-un-says-north-korea-wont-nuclear-weapons-first-050816.html', 'http://www.vocativ.com/316669/kim-jong-un-we-wont-nuke-you-unless-threatened/', 'http://gazette.com/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first/article/feed/346646', 'http://news-sentinel.com/news/us-and-world/Kim-Jong-Un-says-North-Korea-won-t-use-nuclear-weapons-first', 'http://m.nydailynews.com/news/world/kim-jong-north-korea-won-nuclear-weapons-article-1.2629234', 'http://newsday.com/news/world/kim-jong-un-says-north-korea-won-t-use-nuclear-weapons-first-1.11774884#comments', 'http://northjersey.com/news/kim-jong-un-says-north-korea-won-t-use-nuclear-weapons-first-1.1568549', 'https://ksnt.com/2016/05/08/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first/', 'http://www.csmonitor.com/World/2016/0508/Kim-promises-North-Korea-won-t-use-nukes-first', 'http://www.csmonitor.com/World/2016/0508/North-Korea-s-Kim-promises-not-to-use-nuclear-weapons-first', 'http://onlineathens.com/breaking-news/2016-05-08/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://dailyjournal.net/view/story/e63032da7eb94d78b60ccf23bfc3c69a/AS--NKorea-Party-Congress', 'http://www.sfexaminer.com/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first/', 'http://thonline.com/ap/international/article_42b1a9bc-befd-5335-b473-34a569fca41a.html', 'http://theyeshivaworld.com/news/general-news/415563/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first.html', 'http://www.seattletimes.com/nation-world/n-korea-boots-bbc-journalist-as-party-congress-continues/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all', 'http://greenfieldreporter.com/view/story/e63032da7eb94d78b60ccf23bfc3c69a/AS--NKorea-Party-Congress', 'http://therepublic.com/view/story/e63032da7eb94d78b60ccf23bfc3c69a/AS--NKorea-Party-Congress', 'http://www.firstpost.com/world/north-korea-expels-detained-bbc-journalist-for-insulting-the-dignity-of-country-2771616.html', 'http://www.timesofisrael.com/n-korea-boots-bbc-journalist-as-party-congress-continues/', 'http://bendbulletin.com/nation/4300790-151/north-korea-economy-reunification-priorities?referrer=bullet4', 'http://dailyjournal.net/view/story/18c8322ab00f4578a98d28af48ec406a/AS--NKorea-Party-Congress', 'http://journalstar.com/news/national/obituaries/north-korea-willing-to-reconcile-unless-seoul-opts-for-war/article_45ca4d31-3cf2-5e7c-9267-fd7991edf5a1.html', 'http://postbulletin.com/news/world/north-korea-willing-to-reconcile-unless-seoul-opts-for-war/article_2180ae9f-2078-5799-9ba9-e9d1bbf8be2f.html', 'http://trib.com/news/world/north-korea-willing-to-reconcile-unless-seoul-opts-for-war/article_57858f0f-d242-555b-bf24-dec637a0043e.html', 'http://timesunion.com/news/article/Leader-calls-nukes-a-last-resort-7421909.php', 'http://time.com/4322488/north-korea-bbc-journalist/?xid=homepage', 'http://bostonherald.com/news/international/2016/05/north_korea_willing_to_reconcile_unless_seoul_opts_for_war', 'http://www.theblaze.com/the-wire/39955106/north-korea-willing-to-reconcile-unless-seoul-opts-for-war/', 'http://www.theledger.com/article/20160508/news/160509436', 'http://koamtv.com/story/31918300/north-korea-willing-to-reconcile-unless-seoul-opts-for-war', 'http://wlox.com/story/31918301/north-korea-willing-to-reconcile-unless-seoul-opts-for-war', 'http://abc-7.com/story/31918300/north-korea-willing-to-reconcile-unless-seoul-opts-for-war', 'http://tulsaworld.com/news/usworld/ap/north-korea-willing-to-reconcile-unless-seoul-opts-for-war/article_8e33fc09-70ef-562e-92c3-e84ed241f789.html', 'http://www.breitbart.com/news/north-korea-willing-to-reconcile-unless-seoul-opts-for-war/', 'http://deccanchronicle.com/world/asia/090516/north-korea-willing-to-push-for-korean-reunification-unless-south-opts-for-war.html', 'http://wect.com/story/31918300/north-korea-willing-to-reconcile-unless-seoul-opts-for-war', 'http://onlineathens.com/national-news/2016-05-08/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://wboc.com/story/31918300/north-korea-willing-to-reconcile-unless-seoul-opts-for-war', 'http://starnewsonline.com/article/20160508/API/305089937?Title=North-Korea-willing-to-reconcile-unless-Seoul-opts-for-war-', 'http://www.nydailynews.com/news/world/bbc-reporter-booted-north-korea-insulting-coverage-article-1.2629775', 'http://tuscaloosanews.com/article/20160508/NEWS/160509760/1001?Title=North-Korea-willing-to-reconcile-unless-Seoul-8217-opts-for-war-8217-', 'http://muscatinejournal.com/news/world/north-korea-willing-to-reconcile-unless-seoul-opts-for-war/article_e2e5e624-aea6-5568-9e2c-b06928506ef6.html', 'http://gazettenet.com/Willing-to-reconcile-2015148', 'http://www.ctvnews.ca/world/north-korea-offers-to-push-for-reconiliation-unless-south-opts-for-war-1.2893749', 'http://www.foxnews.com/world/2016/05/09/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-unless-threatened.html', 'http://www.foxnews.com/world/2016/05/09/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-unless-threatened.html?intcmp=latestnews', 'http://tribtown.com/view/story/e63032da7eb94d78b60ccf23bfc3c69a/AS--NKorea-Party-Congress', 'http://newsok.com/n.-korea-boots-bbc-journalist-as-party-congress-continues/article/feed/1009970', 'http://newsok.com/north-korea-congress-gives-kim-jong-un-new-title-of-chairman/article/feed/1009970', 'http://www.ctvnews.ca/world/north-korea-offers-to-push-for-reconciliation-unless-south-opts-for-war-1.2893749', 'http://www.abqjournal.com/770711/north-korea-willing-to-reconcile-unless-seoul-opts-for-war.html', 'http://lakeplacidnews.com/page/content.detail/id/1164171/North-Korea-willing-to-reconcile-unless-Seoul--opts-for-war-.html?isap=1&nav=5070', 'http://kdwn.com/2016/05/09/north-korea-willing-to-reconcile-unless-seoul-opts-for-war/', 'http://thonline.com/ap/international/article_e23733c6-4f05-5ef4-b2c0-8d308f85f4aa.html', 'http://journalstar.com/news/national/obituaries/n-korea-boots-bbc-journalist-as-party-congress-continues/article_294a5dc2-76b5-5182-95d7-42654a8c33df.html', 'http://muscatinejournal.com/news/national/obituaries/n-korea-boots-bbc-journalist-as-party-congress-continues/article_42752c3f-b419-5256-914d-a26e9eeb893a.html', 'http://www.usnews.com/news/world/articles/2016-05-09/n-korea-boots-bbc-journalist-as-party-congress-continues', 'http://wjtv.com/ap/n-korea-boots-bbc-journalist-as-party-congress-continues/', 'http://wbay.com/ap/n-korea-boots-bbc-journalist-as-party-congress-continues/', 'http://nbc4i.com/ap/n-korea-boots-bbc-journalist-as-party-congress-continues/', 'http://klfy.com/ap/n-korea-boots-bbc-journalist-as-party-congress-continues/', 'http://counton2.com/ap/n-korea-boots-bbc-journalist-as-party-congress-continues/', 'http://wwlp.com/ap/n-korea-boots-bbc-journalist-as-party-congress-continues/', 'http://timesfreepress.com/news/national/international/story/2016/may/09/n-koreboots-bbc-journalist-party-congress-con/364497/', 'http://wishtv.com/ap/n-korea-boots-bbc-journalist-as-party-congress-continues/', 'http://www.breitbart.com/news/n-korea-boots-bbc-journalist-as-party-congress-continues/', 'http://www.longisland.com/news/ap-news/n-korea-boots-bbc-journalist-party-congress-continues-050916.html', 'http://faribaultcountyregister.com/page/content.detail/id/1164171/North-Korea-willing-to-reconcile-unless-Seoul--opts-for-war-.html?isap=1&nav=5052', 'http://azfamily.com/story/31921805/n-korea-boots-bbc-journalist-as-party-congress-continues', 'http://wlox.com/story/31921805/n-korea-boots-bbc-journalist-as-party-congress-continues', 'http://abc-7.com/story/31921804/n-korea-boots-bbc-journalist-as-party-congress-continues', 'http://www.pressherald.com/2016/05/09/north-korea-boots-bbc-journalist-as-party-congress-continues/', 'http://kptv.com/story/31921805/n-korea-boots-bbc-journalist-as-party-congress-continues', 'http://kswo.com/story/31921805/n-korea-boots-bbc-journalist-as-party-congress-continues', 'http://www.thehindu.com/news/international/n-korea-boots-bbc-journalist-as-party-congress-continues/article8575605.ece?ref=topnavwidget&utm_source=topnavdd&utm_medium=topnavdropdownwidget&utm_campaign=topnavdropdown', 'http://www.thehindu.com/news/international/n-korea-boots-bbc-journalist-as-party-congress-continues/article8575605.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication', 'http://wsmv.com/story/31921805/n-korea-boots-bbc-journalist-as-party-congress-continues', 'http://wfsb.com/story/31921805/n-korea-boots-bbc-journalist-as-party-congress-continues', 'http://www.wistv.com/story/31921805/n-korea-boots-bbc-journalist-as-party-congress-continues', 'http://newswest9.com/story/31921805/n-korea-boots-bbc-journalist-as-party-congress-continues', 'http://fox5vegas.com/story/31921805/n-korea-boots-bbc-journalist-as-party-congress-continues', 'http://wave3.com/story/31921805/n-korea-boots-bbc-journalist-as-party-congress-continues', 'http://wafb.com/story/31921805/n-korea-boots-bbc-journalist-as-party-congress-continues', 'http://wect.com/story/31921805/n-korea-boots-bbc-journalist-as-party-congress-continues', 'http://www.theblaze.com/the-wire/39957057/n-korea-boots-bbc-journalist-as-party-congress-continues/', 'http://wmbfnews.com/story/31921805/n-korea-boots-bbc-journalist-as-party-congress-continues', 'http://waff.com/story/31921805/n-korea-boots-bbc-journalist-as-party-congress-continues', 'http://starnewsonline.com/article/20160509/API/305099953?Title=N-Korea-boots-BBC-journalist-as-party-congress-continues', 'http://www.in.com/news/current-affairs/north-korea-expels-detained-bbc-journalist-for-insulting-the-dignity-of-country-56122771-in-1.html', 'http://gazette.com/n.-korea-boots-bbc-journalist-as-party-congress-continues/article/feed/346869', 'http://www.goerie.com/BC-AS-NKorea-Party-Congress-6th-Ld-Writethru', 'http://www.abplive.in/world-news/n-korea-boots-bbc-journalist-as-party-congress-continues-338089', 'http://trib.com/news/national/obituaries/n-korea-boots-bbc-journalist-as-party-congress-continues/article_3bf9df52-9bf1-5386-ab81-b4889ee6417e.html', 'http://www.theepochtimes.com/n3/2059976-n-korea-boots-bbc-journalist-as-party-congress-continues/', 'http://www.indiatvnews.com/news/world-north-korea-expels-bbc-scribe-for-insulting-its-dignity-speaking-ill-of-leadership-328261', 'http://bostonherald.com/news/international/2016/05/n_korea_boots_bbc_journalist_as_party_congress_continues', 'http://tulsaworld.com/news/usworld/ap/n-korea-boots-bbc-journalist-as-party-congress-continues/article_f2d7367d-b1c6-5273-9856-6bab74d5784d.html', 'http://onenewsnow.com/ap/world/nkorea-willing-to-reconcile-unless-seoul-opts-for-war', 'http://news-sentinel.com/news/us-and-world/N--Korea-boots-BBC-journalist-as-party-congress-continues', 'http://starnewsonline.com/article/20160509/API/305099953?Title=North-Korea-congress-gives-Kim-Jong-Un-new-title-of-chairman', 'http://theledger.com/article/20160508/NEWS/160509436/1410?Title=North-Korea-willing-to-reconcile-unless-Seoul-opts-for-war-', 'http://military.com/daily-news/2016/05/09/kim-jong-un-says-pyongyang-wont-use-nukes-first.html', 'http://smdailyjournal.com/articles/wnews/2016-05-09/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first/1776425163019.html', 'http://starnewsonline.com/article/20160509/API/305099953?Title=N-Korean-leader-gets-new-title-3-BBC-journalists-get-boot', 'http://www.goerie.com/BC-AS-NKorea-Party-Congress-5th-Ld-Writethru', 'http://www.goerie.com/BC-AS-NKorea-Party-Congress-7th-Ld-Writethru', 'http://www.theborneopost.com/2016/05/10/bbc-journalist-expelled-for-insulting-dignity-of-n-korea/', 'http://m.military.com/daily-news/2016/05/09/kim-jong-un-says-pyongyang-wont-use-nukes-first.html', 'http://www.msn.com/en-in/news/world/kim-jong-un-says-pyongyang-wont-use-nuclear-weapons-first/ar-BBsLeYX?srcref=rss', 'http://staugustine.com/news/world-news/2016-05-08/kim-jong-un-says-north-korea-wont-use-nuclear-weapons-first', 'http://feeds.cbsnews.com/~r/CBSNewsWorld/~3/dEwcmUAkDSU/', 'http://www.cbsnews.com/news/south-korea-us-japan-join-against-north-korea-threat/']",E
